,ep_id,scout_text,type
5816,13934,"Father: Ray Ferraro
Stepmother: Cammi Granato
Uncles: Don Granato & Tony Granato
Brother: Matt Ferraro
Cousins: Dominic Granato & Mike Granato",No
5818,45263,Name also spelled/listed as Aidan Kelly,No
5819,156103,"A tall and lanky center with superb offensive instincts and a good all-around game. Skates very well for his size, and his acceleration is remarkable; his lower body strength generates a lot of power with respect to his mobility. Possesses an absolutely wicked release to his shot, as well as good hands around the net. Has shown some signs of creativity in playmaking; when he plays his game simply, hard on the forecheck, getting into prime-time scoring areas, he can be a very difficult player to contain. Defensively active in his own  end - uses his long reach to knock pucks off opponents' sticks, and isn't afraid to hound and hit; able to quickly transition from defense to offense and move the puck out using his speed. All-in-all, a big-bodied, number-generating forward that has the skill and size to be a force at both ends of the ice. (Curtis Joe, EP 2015)",Yes
5822,129113,"Name also listed/spelled Alexandre Grand-Maison
Cousine: Jane McGuire",No
5827,10586,"Big and strong defensive defenseman. Solid. Good positioning. Somewhat limited offensive awareness, but a good team player who can play the body well. Does a good job in front of the crease. (EP 2011)
Brother: Mark Owuya",Yes
5842,13844,"DiBenedetto is a tough forward with a gritty game. Plays hard and goes to the net. Has decent all-around ability.- Erik K. Piri, EP (2013)",Yes
5843,9467,"Tardif is a tough winger who plays a straightforward game. He likes to go to the net and look for deflections or loose pucks to bang home. Also enjoys the rough stuff. Owns leadership qualities and is a hard worker.- Erik K. Piri, EP",Yes
5845,45644,Brother: Torrie Jung,No
5852,37308,Team Staff profile of Alexi Pianosi also available,No
5853,37306,Brothers: Jacob MacDonald & John MacDonald,No
5855,117012,"A complete two-way center who excels in his own end; first and foremost he is a competitor. Horvat always plays like there are 5 seconds left, and doesn't take a shift off. He plays to win, not for himself, but for the team. He is dependable in any situation and is exceptional in the face-off circle. Can finish chances as well as create them. (Curtis Joe, EP 2014)

Family Relations
Father: Tim Horvat
Brother: Cal Horvat
Uncle: Ron Horvat
Second cousin: Travis Konecny",Yes
5858,23109,Team Staff profile of Joe Underwood also available,No
5859,9188,"A mobile defenseman with good all-round skills. Offensive-minded, excellent skater. Gives a solid first pass and has a good shot. Useful in all on-ice situations. Fairly small but still physically capable of winning battles. (Matias Strozyk, 2012)

Twin Brother: Ryan Russell",Yes
5864,378219,Brother : Milo Roelens,No
5869,11235,"Caruso is a two-way defenseman who can play a physical style. He also has a good shot, but should add some bulk.",Yes
5870,32893,Brother: Jeremie Malouin,No
5872,14094,Brother: Linden Vey,No
5875,88912,Team Staff profile of FranÃ§ois Godin also available,No
5876,26399,"Brother: Mitch Makin

Also listed as a R handed shot.",No
5877,154496,Brother: Patrick Steel,No
5880,89694,"Brothers: Matt Pelech & Mike Pelech
Uncle: Mike Gillis",No
5883,9301,Twin brother: Roman Bashkirov,No
5885,22106,Brother: Paul McFarland,No
5888,32422,"A fleet-footed and sizey scoring winger. Owns good puckhandling skills and a hard, accurate shot that absolutely jumps off his stick. Is alright defensively, and does show a decent amount of physicality; however, both of these areas may need improvement. All-in-all, an offensive winger that can be very dangerous on the forecheck. (Curtis Joe, EP 2014)

Father: Dan Jensen
Brother: Markus Jensen",Yes
5892,13603,Team Staff profile of Dan Gendur also available,No
5893,55940,"Gritty two-way forward who earns his minutes. Not the fastest skater but is mobile at a productive level. Handles the puck well and makes conclusive decisions quickly. Not afraid to get physical and play in the hard areas of the ice. All-in-all, a versatile grinding forward with some offensive potential. (Curtis Joe, EP 2016)

Brother: Jesse Forsberg",Yes
5896,32742,Brother: Matt Moes,No
5900,84720,"Full name: Zachary Taylor.

Also listed as Zack Taylor in 2010/11 SMHL stats.",No
5904,197800,"Father: Mike Bracco
Uncle: Jon Bracco
Brother: Donato Bracco

Bracco has great vision and is an excellent passer. Also a creative skater; uses his edgework to deceive defenders and create space to make plays.

(Peter Oundjian, EP 2018)",Yes
5906,18893,"Steinmann is a speedy center. Owns good hands and a hard shot. Strong on the puck.- Ulf Andersson, EP (2013)
Brother: JoÃ«l Steinmann",Yes
5910,45529,Brother: Josh Thrower,No
5912,66413,Brother : Guillaume Donovan,No
5914,9282,"Father: Jaromir Latal

Brother: Jan Latal",No
5919,9622,"A potential top-scorer, Smolenak is a large-framed forward with a good dose of physicality and aggression. A shoot-first player, dangerous on powerplay and very strong in front of the net. A fairly good skater. Defensive game needs work and will. (Matias Strozyk, 2012)",Yes
5921,232613,Brother: Emerson Clark,No
5924,15590,Cousin: Justin Rai,No
5926,12279,"Bodnarchuk is known as a defenseman with a solid all-around game. Moves the puck well and has a hard shot. A hard worker and quality teammate, he plays bigger than his size would indicate. Also has fine skating ability and agility.- Erik K. Piri, EP (2013)",Yes
5929,45149,Brother: Anthony Beauvillier,No
5930,1715,"A fast skater and an excellent forechecker. Plays an intense and tough game despite his size. Good stickhandler and passer. Has a quick shot. Possesses a terrific work ethic and agitator qualities. A very good teammate.  
The lack of size and strength can hold him back at times. That, in combination with his gung-ho style could lead to injury problems in the future. Pettersson sometimes tends to over-backcheck at times and leave his man open at the point.- Erik K. Piri, EP (2012)",Yes
5931,59741,"An offensive minded defenseman that quarterbacks the powerplay with great confidence. Impressive puckhandling and a good shot. A good passer and skater. Excellent vision. Needs to improve his defensive game. (EP 2012)Brother: Nicholas Pouliot
Cousin: Bolton Pouliot",Yes
5932,97787,Brother: Connor Bowey,No
5934,45508,"Uncle: Tim Leier
Cousin: Taylor Leier",No
5935,148249,"Father:  Todd Studnicka
Brother: Jack Studnicka
Cousin: Joey Studnicka",No
5937,238111,Father: Igor Alexandrov | Brother: Artjom Alexandrov,No
5938,15395,"Scott is hard working character forward who can play either wing or center. He also has decent offensive instincts and a good nose for the net. Has a quick release on his shot.- Erik K. Piri, EP (2012)",Yes
5939,13659,BalÃ¡n is an offensive center with fine hockey sense. Has very good hands for handling the puck at high speeds. Also displays good defensive acumen.,Yes
5940,116973,Father: Andre Hidi,No
5944,198530,"Brothers: Peyton Krebs, Dru Krebs",No
5950,283940,Brother: C.J. Regula,No
5953,129739,"Brother: Nick Walsh
Cousin: Zach Walsh",No
5954,199888,"Older half-brothers: Paul Comrie, Mike Comrie
Brother: Eric Comrie",No
5955,37279,Brother: Alex Micallef,No
5956,98688,Brother: Mitchell Shewfelt,No
5957,258060,Father: Kenneth Latta | Uncle: David Latta | Brother: Nickolas Latta,No
5965,208693,"Father: Bryan Marchment
Cousins: Jake Marchment, Kennedy Marchment, Carly Marchment",No
5966,128269,"Has duplicate stat profiles in QMAAA league stats, one with #8 and another with #26",No
5970,31561,Team Staff profile of Tyler Hostetter also available,No
5973,277056,"Father: Juha Jokiharju
Brother: Juho Jokiharju",No
5976,45587,"A center with good skating. Very powerful and protects the puck well. Good physical game. A very good shooter. (Matias Strozyk)

Brother: Leo Jenner
Uncle: Billy Carroll",Yes
5977,166669,Brother: Luke Mahura,No
5978,19197,Team Staff profile of Brandon Biggers also available,No
5981,75060,Brother: Cooper Haar,No
5983,201265,2010-11 team: Stars,No
5988,205148,"A talented scoring forward that can play either as a center or on the wing; plays with the bite and intensity of a guy who is willing to do anything to win a game. Possesses dynamic skating ability that allows him to accelerate rapidly with each step, incredible hockey sense, electrifying puckhandling skills, and a lightning release on his shot; when you put this skillset together with hard-nosed determination, proactiveness in all three zones, and a physical willingness to grind and persevere, you get a game-changer who can be extremely difficult to play against. (Curtis Joe, EP 2014)

Second cousins: Bo Horvat, Cal Horvat
Uncles: Ron Horvat, Tim Horvat",Yes
5994,37185,Brother : Gord Baldwin,No
5998,15485,"Varone is a slick, playmaking center. Is a smart player with two-way instincts. Lacking in size, but not afraid of traffic. Owns outstanding speed.- Erik K. Piri, EP (2014)",Yes
6001,45510,Brother: Michael Valk,No
6006,11667,"Ennis has great speed, quickness and agility. He may be smallish, but doesn't shy away from contact. Owns terrific hands and hockey sense.",Yes
6007,11359,Team Staff profile of Kelsey Wilson also available,No
6015,38624,Brother: Matt Miller,No
6016,63250,"A heads-up defenseman who can really take a beating and dish it out as well. Built like a tank; grueling play doesn't phase him. Calm, collected, and poised with the puck; great body and stick positioning without the puck. Reliable at both ends of the ice and can be trusted with a hefty amount of ice time. All-in-all, a defenseman who strives to be difficult to play against, consistently, with and without the puck. (Curtis Joe, EP 2015)
Brother: Kaiden Guhle",Yes
6018,251448,Brother: Justin Felhaber,No
6023,39653,A two-way defenseman who skates well. Has good leadership skills. Positions himself very well.  (Matias Strozyk),Yes
6024,11254,"Hughes is a skilled center with great playmaking ability. He also has a good shot and average speed. Could improve his consistency. Can be pushed around due to his lack of size.- Ulf Andersson, EP",Yes
6030,243386,"An unyielding two-way defenceman, Jakob Chychrun is a rising star with a toolbox bursting at the seams. Consistently displays elite four-way skating ability and is not afraid to throw his weight around physically. Plays with poise and composure through high pressure situations and, with the puck on his stick, can direct the play up-ice. Exhibits a particularly potent shot that works its magic on the power play and on the forecheck. Excellent first pass and uses his vision and awareness to keep the puck moving in the direction of the opposition's tail or to a teammate with more time and space. Defensively adept at tracking the puck and staying a step ahead of the opposition. Proactive with his stick and body, exerting pressure on the opposition and forcing them to make hurried decisions. All-in-all, a well-rounded two-way defender who competes with pro-level drive and makes his authoritative presence felt at both ends of the ice. (Curtis Joe, EP 2016)

Father: Jeff Chychrun
Uncle: Luke Richardson
Cousin: Morgan Richardson",Yes
6034,16719,Team Staff profile of Mark O'Leary also available,No
