,ep_id,scout_text
5737,201523,2013-14 team: Anoka Bantam AA
5739,11534,"A hard working center, Spurgeon provides lots of energy to his team. He plays a gritty, tough game despite his smallish stature. He is a good checker and penalty killer.- Erik K. Piri, EP

Brother: Jared Spurgeon"
5743,11622,Team Staff profile of Ryan Menei also available
5745,45409,Father: Jim Sandlak
5747,10613,"Schütz is a smart center who plays a sound two-way game. Has good wheels and playmaking ability. Is a very hard worker who likes to compete. Excels on the penalty kill. - Ulf Andersson, EP

Brother: Axel Schütz"
5755,116991,Name listed/spelled Connor McGlynn in 2011/12 OJHL stats
5757,52136,"Brothers: Alex Gallant, Brett Gallant"
5772,225183,Father: Jay Barwell
5774,300558,2013-14 team: Buffalo Regals 14U
5782,299935,"Great-grandfather: John Sheppard
Great uncle: Frank Sheppard"
5788,11659,Brother: Darren Gillen
5790,278759,Brother: Reid Gardiner
5791,69507,Team Staff profile of Joe McCann also available
5793,32716,"Father: John J. Carrick
Brothers: Jake Carrick, Trevor Carrick & Josh Carrick
Cousins: Bobby Hughes & Hayley Hughes"
5794,43543,"A defenseman with a good frame. Very good overall skills, though better defensively. A very patient player who positions himself well. Excellent hockey sense. Doesn't usually go for big hits, but likes to play the body enough to steal the puck. Could work on his release. (Matias Strozyk, 2010)"
5800,12559,Team Staff profile of Alain Goulet also available
5802,23663,Brother: Rob Sgarbossa
5803,22625,Brother: Trevor Hunt
5811,37061,Brother: Joël Blanchard
5812,11878,Brother: Joe Talbot
5815,9341,"A slick winger, Bouchard has loads of skill on offense. He has great vision and playmaking skills, as well as scoring ability.

Brother: Pierre-Marc Bouchard  Cousins: Pierre-Alexandre Parenteau, Guillaume Parenteau"
5816,13934,"Father: Ray Ferraro
Stepmother: Cammi Granato
Uncles: Don Granato & Tony Granato
Brother: Matt Ferraro
Cousins: Dominic Granato & Mike Granato"
5818,45263,Name also spelled/listed as Aidan Kelly
5819,156103,"A tall and lanky center with superb offensive instincts and a good all-around game. Skates very well for his size, and his acceleration is remarkable; his lower body strength generates a lot of power with respect to his mobility. Possesses an absolutely wicked release to his shot, as well as good hands around the net. Has shown some signs of creativity in playmaking; when he plays his game simply, hard on the forecheck, getting into prime-time scoring areas, he can be a very difficult player to contain. Defensively active in his own  end - uses his long reach to knock pucks off opponents' sticks, and isn't afraid to hound and hit; able to quickly transition from defense to offense and move the puck out using his speed. All-in-all, a big-bodied, number-generating forward that has the skill and size to be a force at both ends of the ice. (Curtis Joe, EP 2015)"
5822,129113,"Name also listed/spelled Alexandre Grand-Maison
Cousine: Jane McGuire"
5827,10586,"Big and strong defensive defenseman. Solid. Good positioning. Somewhat limited offensive awareness, but a good team player who can play the body well. Does a good job in front of the crease. (EP 2011)
Brother: Mark Owuya"
5842,13844,"DiBenedetto is a tough forward with a gritty game. Plays hard and goes to the net. Has decent all-around ability.- Erik K. Piri, EP (2013)"
5843,9467,"Tardif is a tough winger who plays a straightforward game. He likes to go to the net and look for deflections or loose pucks to bang home. Also enjoys the rough stuff. Owns leadership qualities and is a hard worker.- Erik K. Piri, EP"
5845,45644,Brother: Torrie Jung
5852,37308,Team Staff profile of Alexi Pianosi also available
5853,37306,Brothers: Jacob MacDonald & John MacDonald
5855,117012,"A complete two-way center who excels in his own end; first and foremost he is a competitor. Horvat always plays like there are 5 seconds left, and doesn't take a shift off. He plays to win, not for himself, but for the team. He is dependable in any situation and is exceptional in the face-off circle. Can finish chances as well as create them. (Curtis Joe, EP 2014)

Family Relations
Father: Tim Horvat
Brother: Cal Horvat
Uncle: Ron Horvat
Second cousin: Travis Konecny"
5858,23109,Team Staff profile of Joe Underwood also available
5859,9188,"A mobile defenseman with good all-round skills. Offensive-minded, excellent skater. Gives a solid first pass and has a good shot. Useful in all on-ice situations. Fairly small but still physically capable of winning battles. (Matias Strozyk, 2012)

Twin Brother: Ryan Russell"
5864,378219,Brother : Milo Roelens
5869,11235,"Caruso is a two-way defenseman who can play a physical style. He also has a good shot, but should add some bulk."
5870,32893,Brother: Jeremie Malouin
5872,14094,Brother: Linden Vey
5875,88912,Team Staff profile of François Godin also available
5876,26399,"Brother: Mitch Makin

Also listed as a R handed shot."
5877,154496,Brother: Patrick Steel
5880,89694,"Brothers: Matt Pelech & Mike Pelech
Uncle: Mike Gillis"
5883,9301,Twin brother: Roman Bashkirov
5885,22106,Brother: Paul McFarland
5888,32422,"A fleet-footed and sizey scoring winger. Owns good puckhandling skills and a hard, accurate shot that absolutely jumps off his stick. Is alright defensively, and does show a decent amount of physicality; however, both of these areas may need improvement. All-in-all, an offensive winger that can be very dangerous on the forecheck. (Curtis Joe, EP 2014)

Father: Dan Jensen
Brother: Markus Jensen"
5892,13603,Team Staff profile of Dan Gendur also available
5893,55940,"Gritty two-way forward who earns his minutes. Not the fastest skater but is mobile at a productive level. Handles the puck well and makes conclusive decisions quickly. Not afraid to get physical and play in the hard areas of the ice. All-in-all, a versatile grinding forward with some offensive potential. (Curtis Joe, EP 2016)

Brother: Jesse Forsberg"
5896,32742,Brother: Matt Moes
5900,84720,"Full name: Zachary Taylor.

Also listed as Zack Taylor in 2010/11 SMHL stats."
5904,197800,"Father: Mike Bracco
Uncle: Jon Bracco
Brother: Donato Bracco

Bracco has great vision and is an excellent passer. Also a creative skater; uses his edgework to deceive defenders and create space to make plays.

(Peter Oundjian, EP 2018)"
5906,18893,"Steinmann is a speedy center. Owns good hands and a hard shot. Strong on the puck.- Ulf Andersson, EP (2013)
Brother: Joël Steinmann"
5910,45529,Brother: Josh Thrower
5912,66413,Brother : Guillaume Donovan
5914,9282,"Father: Jaromir Latal

Brother: Jan Latal"
5919,9622,"A potential top-scorer, Smolenak is a large-framed forward with a good dose of physicality and aggression. A shoot-first player, dangerous on powerplay and very strong in front of the net. A fairly good skater. Defensive game needs work and will. (Matias Strozyk, 2012)"
5921,232613,Brother: Emerson Clark
5924,15590,Cousin: Justin Rai
5926,12279,"Bodnarchuk is known as a defenseman with a solid all-around game. Moves the puck well and has a hard shot. A hard worker and quality teammate, he plays bigger than his size would indicate. Also has fine skating ability and agility.- Erik K. Piri, EP (2013)"
5929,45149,Brother: Anthony Beauvillier
5930,1715,"A fast skater and an excellent forechecker. Plays an intense and tough game despite his size. Good stickhandler and passer. Has a quick shot. Possesses a terrific work ethic and agitator qualities. A very good teammate.  
The lack of size and strength can hold him back at times. That, in combination with his gung-ho style could lead to injury problems in the future. Pettersson sometimes tends to over-backcheck at times and leave his man open at the point.- Erik K. Piri, EP (2012)"
5931,59741,"An offensive minded defenseman that quarterbacks the powerplay with great confidence. Impressive puckhandling and a good shot. A good passer and skater. Excellent vision. Needs to improve his defensive game. (EP 2012)Brother: Nicholas Pouliot
Cousin: Bolton Pouliot"
5932,97787,Brother: Connor Bowey
5934,45508,"Uncle: Tim Leier
Cousin: Taylor Leier"
5935,148249,"Father:  Todd Studnicka
Brother: Jack Studnicka
Cousin: Joey Studnicka"
5937,238111,Father: Igor Alexandrov | Brother: Artjom Alexandrov
5938,15395,"Scott is hard working character forward who can play either wing or center. He also has decent offensive instincts and a good nose for the net. Has a quick release on his shot.- Erik K. Piri, EP (2012)"
5939,13659,Balán is an offensive center with fine hockey sense. Has very good hands for handling the puck at high speeds. Also displays good defensive acumen.
5940,116973,Father: Andre Hidi
5944,198530,"Brothers: Peyton Krebs, Dru Krebs"
5950,283940,Brother: C.J. Regula
5953,129739,"Brother: Nick Walsh
Cousin: Zach Walsh"
5954,199888,"Older half-brothers: Paul Comrie, Mike Comrie
Brother: Eric Comrie"
5955,37279,Brother: Alex Micallef
5956,98688,Brother: Mitchell Shewfelt
5957,258060,Father: Kenneth Latta | Uncle: David Latta | Brother: Nickolas Latta
5965,208693,"Father: Bryan Marchment
Cousins: Jake Marchment, Kennedy Marchment, Carly Marchment"
5966,128269,"Has duplicate stat profiles in QMAAA league stats, one with #8 and another with #26"
5970,31561,Team Staff profile of Tyler Hostetter also available
5973,277056,"Father: Juha Jokiharju
Brother: Juho Jokiharju"
5976,45587,"A center with good skating. Very powerful and protects the puck well. Good physical game. A very good shooter. (Matias Strozyk)

Brother: Leo Jenner
Uncle: Billy Carroll"
5977,166669,Brother: Luke Mahura
5978,19197,Team Staff profile of Brandon Biggers also available
5981,75060,Brother: Cooper Haar
5983,201265,2010-11 team: Stars
5988,205148,"A talented scoring forward that can play either as a center or on the wing; plays with the bite and intensity of a guy who is willing to do anything to win a game. Possesses dynamic skating ability that allows him to accelerate rapidly with each step, incredible hockey sense, electrifying puckhandling skills, and a lightning release on his shot; when you put this skillset together with hard-nosed determination, proactiveness in all three zones, and a physical willingness to grind and persevere, you get a game-changer who can be extremely difficult to play against. (Curtis Joe, EP 2014)

Second cousins: Bo Horvat, Cal Horvat
Uncles: Ron Horvat, Tim Horvat"
